date,team,index_score,month,league,City
2016-11-24,Pittsburgh Steelers,1,2016-11-01,nfl,Pittsburgh
2016-11-24,Washington Redskins,-1,2016-11-01,nfl,Washington
2016-11-27,Arizona Cardinals,-1,2016-11-01,nfl,Arizona
2016-11-27,Atlanta Falcons,1,2016-11-01,nfl,Atlanta
2016-11-27,Baltimore Ravens,1,2016-11-01,nfl,Baltimore
2016-11-27,Buffalo Bills,1,2016-11-01,nfl,Buffalo
2016-11-27,Carolina Panthers,-1,2016-11-01,nfl,Carolina
2016-11-27,Chicago Bears,-1,2016-11-01,nfl,Chicago
2016-11-27,Cincinnati Bengals,-1,2016-11-01,nfl,Cincinnati
2016-11-27,Cleveland Browns,-1,2016-11-01,nfl,Cleveland
2016-11-27,Denver Broncos,-1,2016-11-01,nfl,Denver
2016-11-27,Houston Texans,-1,2016-11-01,nfl,Houston
2016-11-27,Jacksonville Jaguars,-1,2016-11-01,nfl,Jacksonville
2016-11-27,Kansas City Chiefs,1,2016-11-01,nfl,Kansas City
2016-11-27,Los Angeles Rams,-1,2016-11-01,nfl,Los Angeles
2016-11-27,Miami Dolphins,1,2016-11-01,nfl,Miami
2016-11-27,New England Patriots,1,2016-11-01,nfl,New England
2016-11-27,New Orleans Saints,1,2016-11-01,nfl,New Orleans
2016-11-27,New York Giants,1,2016-11-01,nfl,New York
2016-11-27,New York Jets,-1,2016-11-01,nfl,New York
2016-11-27,Oakland Raiders,1,2016-11-01,nfl,Oakland
2016-11-27,San Diego Chargers,1,2016-11-01,nfl,San Diego
2016-11-27,San Francisco 49ers,-1,2016-11-01,nfl,San Francisco
2016-11-27,Seattle Seahawks,-1,2016-11-01,nfl,Seattle
2016-11-27,Tampa Bay Buccaneers,1,2016-11-01,nfl,Tampa Bay
2016-11-27,Tennessee Titans,1,2016-11-01,nfl,Tennessee
2016-11-28,Green Bay Packers,1,2016-11-01,nfl,Green Bay
2016-11-28,Philadelphia Eagles,-1,2016-11-01,nfl,Philadelphia
2016-12-01,Dallas Cowboys,1,2016-12-01,nfl,Dallas
2016-12-01,Minnesota Vikings,-1,2016-12-01,nfl,Minnesota
2016-12-04,Arizona Cardinals,1,2016-12-01,nfl,Arizona
2016-12-04,Atlanta Falcons,-1,2016-12-01,nfl,Atlanta
2016-12-04,Baltimore Ravens,1,2016-12-01,nfl,Baltimore
2016-12-04,Buffalo Bills,-1,2016-12-01,nfl,Buffalo
2016-12-04,Carolina Panthers,-1,2016-12-01,nfl,Carolina
2016-12-04,Chicago Bears,1,2016-12-01,nfl,Chicago
2016-12-04,Cincinnati Bengals,1,2016-12-01,nfl,Cincinnati
2016-12-04,Denver Broncos,1,2016-12-01,nfl,Denver
2016-12-04,Detroit Lions,1,2016-12-01,nfl,Detroit
2016-12-04,Green Bay Packers,1,2016-12-01,nfl,Green Bay
2016-12-04,Houston Texans,-1,2016-12-01,nfl,Houston
2016-12-04,Jacksonville Jaguars,-1,2016-12-01,nfl,Jacksonville
2016-12-04,Kansas City Chiefs,1,2016-12-01,nfl,Kansas City
2016-12-04,Los Angeles Rams,-1,2016-12-01,nfl,Los Angeles
2016-12-04,Miami Dolphins,-1,2016-12-01,nfl,Miami
2016-12-04,New England Patriots,1,2016-12-01,nfl,New England
2016-12-04,New Orleans Saints,-1,2016-12-01,nfl,New Orleans
2016-12-04,New York Giants,-1,2016-12-01,nfl,New York
2016-12-04,Oakland Raiders,1,2016-12-01,nfl,Oakland
2016-12-04,Philadelphia Eagles,-1,2016-12-01,nfl,Philadelphia
2016-12-04,Pittsburgh Steelers,1,2016-12-01,nfl,Pittsburgh
2016-12-04,San Diego Chargers,-1,2016-12-01,nfl,San Diego
2016-12-04,San Francisco 49ers,-1,2016-12-01,nfl,San Francisco
2016-12-04,Seattle Seahawks,1,2016-12-01,nfl,Seattle
2016-12-04,Tampa Bay Buccaneers,1,2016-12-01,nfl,Tampa Bay
2016-12-04,Washington Redskins,-1,2016-12-01,nfl,Washington
2016-12-05,Indianapolis Colts,1,2016-12-01,nfl,Indianapolis
2016-12-05,New York Jets,-1,2016-12-01,nfl,New York
2016-12-08,Kansas City Chiefs,1,2016-12-01,nfl,Kansas City
2016-12-08,Oakland Raiders,-1,2016-12-01,nfl,Oakland
2016-12-11,Arizona Cardinals,-1,2016-12-01,nfl,Arizona
2016-12-11,Atlanta Falcons,1,2016-12-01,nfl,Atlanta
2016-12-11,Buffalo Bills,-1,2016-12-01,nfl,Buffalo
2016-12-11,Carolina Panthers,1,2016-12-01,nfl,Carolina
2016-12-11,Chicago Bears,-1,2016-12-01,nfl,Chicago
2016-12-11,Cincinnati Bengals,1,2016-12-01,nfl,Cincinnati
2016-12-11,Cleveland Browns,-1,2016-12-01,nfl,Cleveland
2016-12-11,Dallas Cowboys,-1,2016-12-01,nfl,Dallas
2016-12-11,Denver Broncos,-1,2016-12-01,nfl,Denver
2016-12-11,Detroit Lions,1,2016-12-01,nfl,Detroit
2016-12-11,Green Bay Packers,1,2016-12-01,nfl,Green Bay
2016-12-11,Houston Texans,1,2016-12-01,nfl,Houston
2016-12-11,Indianapolis Colts,-1,2016-12-01,nfl,Indianapolis
2016-12-11,Jacksonville Jaguars,-1,2016-12-01,nfl,Jacksonville
2016-12-11,Los Angeles Rams,-1,2016-12-01,nfl,Los Angeles
2016-12-11,Miami Dolphins,1,2016-12-01,nfl,Miami
2016-12-11,Minnesota Vikings,1,2016-12-01,nfl,Minnesota
2016-12-11,New Orleans Saints,-1,2016-12-01,nfl,New Orleans
2016-12-11,New York Giants,1,2016-12-01,nfl,New York
2016-12-11,New York Jets,1,2016-12-01,nfl,New York
2016-12-11,Philadelphia Eagles,-1,2016-12-01,nfl,Philadelphia
2016-12-11,Pittsburgh Steelers,1,2016-12-01,nfl,Pittsburgh
2016-12-11,San Diego Chargers,-1,2016-12-01,nfl,San Diego
2016-12-11,San Francisco 49ers,-1,2016-12-01,nfl,San Francisco
2016-12-11,Seattle Seahawks,-1,2016-12-01,nfl,Seattle
2016-12-11,Tampa Bay Buccaneers,1,2016-12-01,nfl,Tampa Bay
2016-12-11,Tennessee Titans,1,2016-12-01,nfl,Tennessee
2016-12-11,Washington Redskins,1,2016-12-01,nfl,Washington
2016-12-12,Baltimore Ravens,-1,2016-12-01,nfl,Baltimore
2016-12-12,New England Patriots,1,2016-12-01,nfl,New England
2016-12-15,Los Angeles Rams,-1,2016-12-01,nfl,Los Angeles
2016-12-15,Seattle Seahawks,1,2016-12-01,nfl,Seattle
2016-12-17,Miami Dolphins,1,2016-12-01,nfl,Miami
2016-12-17,New York Jets,-1,2016-12-01,nfl,New York
2016-12-18,Arizona Cardinals,-1,2016-12-01,nfl,Arizona
2016-12-18,Atlanta Falcons,1,2016-12-01,nfl,Atlanta
2016-12-18,Baltimore Ravens,1,2016-12-01,nfl,Baltimore
2016-12-18,Buffalo Bills,1,2016-12-01,nfl,Buffalo
2016-12-18,Chicago Bears,-1,2016-12-01,nfl,Chicago
2016-12-18,Cincinnati Bengals,-1,2016-12-01,nfl,Cincinnati
2016-12-18,Cleveland Browns,-1,2016-12-01,nfl,Cleveland
2016-12-18,Dallas Cowboys,1,2016-12-01,nfl,Dallas
2016-12-18,Denver Broncos,-1,2016-12-01,nfl,Denver
2016-12-18,Detroit Lions,-1,2016-12-01,nfl,Detroit
2016-12-18,Green Bay Packers,1,2016-12-01,nfl,Green Bay
2016-12-18,Houston Texans,1,2016-12-01,nfl,Houston
2016-12-18,Indianapolis Colts,1,2016-12-01,nfl,Indianapolis
2016-12-18,Jacksonville Jaguars,-1,2016-12-01,nfl,Jacksonville
2016-12-18,Kansas City Chiefs,-1,2016-12-01,nfl,Kansas City
2016-12-18,Minnesota Vikings,-1,2016-12-01,nfl,Minnesota
2016-12-18,New England Patriots,1,2016-12-01,nfl,New England
2016-12-18,New Orleans Saints,1,2016-12-01,nfl,New Orleans
2016-12-18,New York Giants,1,2016-12-01,nfl,New York
2016-12-18,Oakland Raiders,1,2016-12-01,nfl,Oakland
2016-12-18,Philadelphia Eagles,-1,2016-12-01,nfl,Philadelphia
2016-12-18,Pittsburgh Steelers,1,2016-12-01,nfl,Pittsburgh
2016-12-18,San Diego Chargers,-1,2016-12-01,nfl,San Diego
2016-12-18,San Francisco 49ers,-1,2016-12-01,nfl,San Francisco
2016-12-18,Tampa Bay Buccaneers,-1,2016-12-01,nfl,Tampa Bay
2016-12-18,Tennessee Titans,1,2016-12-01,nfl,Tennessee
2016-12-19,Carolina Panthers,1,2016-12-01,nfl,Carolina
2016-12-19,Washington Redskins,-1,2016-12-01,nfl,Washington
2016-12-22,New York Giants,-1,2016-12-01,nfl,New York
2016-12-22,Philadelphia Eagles,1,2016-12-01,nfl,Philadelphia
2016-12-24,Arizona Cardinals,1,2016-12-01,nfl,Arizona
2016-12-24,Atlanta Falcons,1,2016-12-01,nfl,Atlanta
2016-12-24,Buffalo Bills,-1,2016-12-01,nfl,Buffalo
2016-12-24,Carolina Panthers,-1,2016-12-01,nfl,Carolina
2016-12-24,Chicago Bears,-1,2016-12-01,nfl,Chicago
2016-12-24,Cincinnati Bengals,-1,2016-12-01,nfl,Cincinnati
2016-12-24,Cleveland Browns,1,2016-12-01,nfl,Cleveland
2016-12-24,Green Bay Packers,1,2016-12-01,nfl,Green Bay
2016-12-24,Houston Texans,1,2016-12-01,nfl,Houston
2016-12-24,Indianapolis Colts,-1,2016-12-01,nfl,Indianapolis
2016-12-24,Jacksonville Jaguars,1,2016-12-01,nfl,Jacksonville
2016-12-24,Los Angeles Rams,-1,2016-12-01,nfl,Los Angeles
2016-12-24,Miami Dolphins,1,2016-12-01,nfl,Miami
2016-12-24,Minnesota Vikings,-1,2016-12-01,nfl,Minnesota
2016-12-24,New England Patriots,1,2016-12-01,nfl,New England
2016-12-24,New Orleans Saints,1,2016-12-01,nfl,New Orleans
2016-12-24,New York Jets,-1,2016-12-01,nfl,New York
2016-12-24,Oakland Raiders,1,2016-12-01,nfl,Oakland
2016-12-24,San Diego Chargers,-1,2016-12-01,nfl,San Diego
2016-12-24,San Francisco 49ers,1,2016-12-01,nfl,San Francisco
2016-12-24,Seattle Seahawks,-1,2016-12-01,nfl,Seattle
2016-12-24,Tampa Bay Buccaneers,-1,2016-12-01,nfl,Tampa Bay
2016-12-24,Tennessee Titans,-1,2016-12-01,nfl,Tennessee
2016-12-24,Washington Redskins,1,2016-12-01,nfl,Washington
2016-12-25,Baltimore Ravens,-1,2016-12-01,nfl,Baltimore
2016-12-25,Denver Broncos,-1,2016-12-01,nfl,Denver
2016-12-25,Kansas City Chiefs,1,2016-12-01,nfl,Kansas City
2016-12-25,Pittsburgh Steelers,1,2016-12-01,nfl,Pittsburgh
2016-12-26,Dallas Cowboys,1,2016-12-01,nfl,Dallas
2016-12-26,Detroit Lions,-1,2016-12-01,nfl,Detroit
2017-01-01,Arizona Cardinals,1,2017-01-01,nfl,Arizona
2017-01-01,Atlanta Falcons,1,2017-01-01,nfl,Atlanta
2017-01-01,Baltimore Ravens,-1,2017-01-01,nfl,Baltimore
2017-01-01,Buffalo Bills,-1,2017-01-01,nfl,Buffalo
2017-01-01,Carolina Panthers,-1,2017-01-01,nfl,Carolina
2017-01-01,Chicago Bears,-1,2017-01-01,nfl,Chicago
2017-01-01,Cincinnati Bengals,1,2017-01-01,nfl,Cincinnati
2017-01-01,Cleveland Browns,-1,2017-01-01,nfl,Cleveland
2017-01-01,Dallas Cowboys,-1,2017-01-01,nfl,Dallas
2017-01-01,Denver Broncos,1,2017-01-01,nfl,Denver
2017-01-01,Detroit Lions,-1,2017-01-01,nfl,Detroit
2017-01-01,Green Bay Packers,1,2017-01-01,nfl,Green Bay
2017-01-01,Houston Texans,-1,2017-01-01,nfl,Houston
2017-01-01,Indianapolis Colts,1,2017-01-01,nfl,Indianapolis
2017-01-01,Jacksonville Jaguars,-1,2017-01-01,nfl,Jacksonville
2017-01-01,Kansas City Chiefs,1,2017-01-01,nfl,Kansas City
2017-01-01,Los Angeles Rams,-1,2017-01-01,nfl,Los Angeles
2017-01-01,Miami Dolphins,-1,2017-01-01,nfl,Miami
2017-01-01,Minnesota Vikings,1,2017-01-01,nfl,Minnesota
2017-01-01,New England Patriots,1,2017-01-01,nfl,New England
2017-01-01,New Orleans Saints,-1,2017-01-01,nfl,New Orleans
2017-01-01,New York Giants,1,2017-01-01,nfl,New York
2017-01-01,New York Jets,1,2017-01-01,nfl,New York
2017-01-01,Oakland Raiders,-1,2017-01-01,nfl,Oakland
2017-01-01,Philadelphia Eagles,1,2017-01-01,nfl,Philadelphia
2017-01-01,Pittsburgh Steelers,1,2017-01-01,nfl,Pittsburgh
2017-01-01,San Diego Chargers,-1,2017-01-01,nfl,San Diego
2017-01-01,San Francisco 49ers,-1,2017-01-01,nfl,San Francisco
2017-01-01,Seattle Seahawks,1,2017-01-01,nfl,Seattle
2017-01-01,Tampa Bay Buccaneers,1,2017-01-01,nfl,Tampa Bay
2017-01-01,Tennessee Titans,1,2017-01-01,nfl,Tennessee
2017-01-01,Washington Redskins,-1,2017-01-01,nfl,Washington
2017-01-07,Detroit Lions,-1,2017-01-01,nfl,Detroit
2017-01-07,Houston Texans,1,2017-01-01,nfl,Houston
2017-01-07,Oakland Raiders,-1,2017-01-01,nfl,Oakland
2017-01-07,Seattle Seahawks,1,2017-01-01,nfl,Seattle
2017-01-08,Green Bay Packers,1,2017-01-01,nfl,Green Bay
2017-01-08,Miami Dolphins,-1,2017-01-01,nfl,Miami
2017-01-08,New York Giants,-1,2017-01-01,nfl,New York
2017-01-08,Pittsburgh Steelers,1,2017-01-01,nfl,Pittsburgh
2017-01-14,Atlanta Falcons,1,2017-01-01,nfl,Atlanta
2017-01-14,Houston Texans,-1,2017-01-01,nfl,Houston
2017-01-14,New England Patriots,1,2017-01-01,nfl,New England
2017-01-14,Seattle Seahawks,-1,2017-01-01,nfl,Seattle
2017-01-15,Dallas Cowboys,-1,2017-01-01,nfl,Dallas
2017-01-15,Green Bay Packers,1,2017-01-01,nfl,Green Bay
2017-01-15,Kansas City Chiefs,-1,2017-01-01,nfl,Kansas City
2017-01-15,Pittsburgh Steelers,1,2017-01-01,nfl,Pittsburgh
2017-01-22,Atlanta Falcons,1,2017-01-01,nfl,Atlanta
2017-01-22,Green Bay Packers,-1,2017-01-01,nfl,Green Bay
2017-01-22,New England Patriots,1,2017-01-01,nfl,New England
2017-01-22,Pittsburgh Steelers,-1,2017-01-01,nfl,Pittsburgh
2017-02-05,Atlanta Falcons,-1,2017-02-01,nfl,Atlanta
2017-02-05,New England Patriots,1,2017-02-01,nfl,New England
2017-09-07,Kansas City Chiefs,1,2017-09-01,nfl,Kansas City
2017-09-07,New England Patriots,-1,2017-09-01,nfl,New England
2017-09-10,Arizona Cardinals,-1,2017-09-01,nfl,Arizona
2017-09-10,Atlanta Falcons,1,2017-09-01,nfl,Atlanta
2017-09-10,Baltimore Ravens,1,2017-09-01,nfl,Baltimore
2017-09-10,Buffalo Bills,1,2017-09-01,nfl,Buffalo
2017-09-10,Carolina Panthers,1,2017-09-01,nfl,Carolina
2017-09-10,Chicago Bears,-1,2017-09-01,nfl,Chicago
2017-09-10,Cincinnati Bengals,-1,2017-09-01,nfl,Cincinnati
2017-09-10,Cleveland Browns,-1,2017-09-01,nfl,Cleveland
2017-09-10,Dallas Cowboys,1,2017-09-01,nfl,Dallas
2017-09-10,Detroit Lions,1,2017-09-01,nfl,Detroit
2017-09-10,Green Bay Packers,1,2017-09-01,nfl,Green Bay
2017-09-10,Houston Texans,-1,2017-09-01,nfl,Houston
2017-09-10,Indianapolis Colts,-1,2017-09-01,nfl,Indianapolis
2017-09-10,Jacksonville Jaguars,1,2017-09-01,nfl,Jacksonville
2017-09-10,Los Angeles Rams,1,2017-09-01,nfl,Los Angeles
2017-09-10,New York Giants,-1,2017-09-01,nfl,New York
2017-09-10,New York Jets,-1,2017-09-01,nfl,New York
2017-09-10,Oakland Raiders,1,2017-09-01,nfl,Oakland
2017-09-10,Philadelphia Eagles,1,2017-09-01,nfl,Philadelphia
2017-09-10,Pittsburgh Steelers,1,2017-09-01,nfl,Pittsburgh
2017-09-10,San Francisco 49ers,-1,2017-09-01,nfl,San Francisco
2017-09-10,Seattle Seahawks,-1,2017-09-01,nfl,Seattle
2017-09-10,Tennessee Titans,-1,2017-09-01,nfl,Tennessee
2017-09-10,Washington Redskins,-1,2017-09-01,nfl,Washington
2017-09-11,Denver Broncos,1,2017-09-01,nfl,Denver
2017-09-11,Los Angeles Chargers,-1,2017-09-01,nfl,Los Angeles
2017-09-11,Minnesota Vikings,1,2017-09-01,nfl,Minnesota
2017-09-11,New Orleans Saints,-1,2017-09-01,nfl,New Orleans
2017-09-14,Cincinnati Bengals,-1,2017-09-01,nfl,Cincinnati
2017-09-14,Houston Texans,1,2017-09-01,nfl,Houston
2017-09-17,Arizona Cardinals,1,2017-09-01,nfl,Arizona
2017-09-17,Atlanta Falcons,1,2017-09-01,nfl,Atlanta
2017-09-17,Baltimore Ravens,1,2017-09-01,nfl,Baltimore
2017-09-17,Buffalo Bills,-1,2017-09-01,nfl,Buffalo
2017-09-17,Carolina Panthers,1,2017-09-01,nfl,Carolina
2017-09-17,Chicago Bears,-1,2017-09-01,nfl,Chicago
2017-09-17,Cleveland Browns,-1,2017-09-01,nfl,Cleveland
2017-09-17,Dallas Cowboys,-1,2017-09-01,nfl,Dallas
2017-09-17,Denver Broncos,1,2017-09-01,nfl,Denver
2017-09-17,Green Bay Packers,-1,2017-09-01,nfl,Green Bay
2017-09-17,Indianapolis Colts,-1,2017-09-01,nfl,Indianapolis
2017-09-17,Jacksonville Jaguars,-1,2017-09-01,nfl,Jacksonville
2017-09-17,Kansas City Chiefs,1,2017-09-01,nfl,Kansas City
2017-09-17,Los Angeles Chargers,-1,2017-09-01,nfl,Los Angeles
2017-09-17,Los Angeles Rams,-1,2017-09-01,nfl,Los Angeles
2017-09-17,Miami Dolphins,1,2017-09-01,nfl,Miami
2017-09-17,Minnesota Vikings,-1,2017-09-01,nfl,Minnesota
2017-09-17,New England Patriots,1,2017-09-01,nfl,New England
2017-09-17,New Orleans Saints,-1,2017-09-01,nfl,New Orleans
2017-09-17,New York Jets,-1,2017-09-01,nfl,New York
2017-09-17,Oakland Raiders,1,2017-09-01,nfl,Oakland
2017-09-17,Philadelphia Eagles,-1,2017-09-01,nfl,Philadelphia
2017-09-17,Pittsburgh Steelers,1,2017-09-01,nfl,Pittsburgh
2017-09-17,San Francisco 49ers,-1,2017-09-01,nfl,San Francisco
2017-09-17,Seattle Seahawks,1,2017-09-01,nfl,Seattle
2017-09-17,Tampa Bay Buccaneers,1,2017-09-01,nfl,Tampa Bay
2017-09-17,Tennessee Titans,1,2017-09-01,nfl,Tennessee
2017-09-17,Washington Redskins,1,2017-09-01,nfl,Washington
2017-09-18,Detroit Lions,1,2017-09-01,nfl,Detroit
2017-09-18,New York Giants,-1,2017-09-01,nfl,New York
2017-09-21,Los Angeles Rams,1,2017-09-01,nfl,Los Angeles
2017-09-21,San Francisco 49ers,-1,2017-09-01,nfl,San Francisco
2017-09-24,Atlanta Falcons,1,2017-09-01,nfl,Atlanta
2017-09-24,Baltimore Ravens,-1,2017-09-01,nfl,Baltimore
2017-09-24,Buffalo Bills,1,2017-09-01,nfl,Buffalo
2017-09-24,Carolina Panthers,-1,2017-09-01,nfl,Carolina
2017-09-24,Chicago Bears,1,2017-09-01,nfl,Chicago
2017-09-24,Cincinnati Bengals,-1,2017-09-01,nfl,Cincinnati
2017-09-24,Cleveland Browns,-1,2017-09-01,nfl,Cleveland
2017-09-24,Denver Broncos,-1,2017-09-01,nfl,Denver
2017-09-24,Detroit Lions,-1,2017-09-01,nfl,Detroit
2017-09-24,Green Bay Packers,1,2017-09-01,nfl,Green Bay
2017-09-24,Houston Texans,-1,2017-09-01,nfl,Houston
2017-09-24,Indianapolis Colts,1,2017-09-01,nfl,Indianapolis
2017-09-24,Jacksonville Jaguars,1,2017-09-01,nfl,Jacksonville
2017-09-24,Kansas City Chiefs,1,2017-09-01,nfl,Kansas City
2017-09-24,Los Angeles Chargers,-1,2017-09-01,nfl,Los Angeles
2017-09-24,Miami Dolphins,-1,2017-09-01,nfl,Miami
2017-09-24,Minnesota Vikings,1,2017-09-01,nfl,Minnesota
2017-09-24,New England Patriots,1,2017-09-01,nfl,New England
2017-09-24,New Orleans Saints,1,2017-09-01,nfl,New Orleans
2017-09-24,New York Giants,-1,2017-09-01,nfl,New York
2017-09-24,New York Jets,1,2017-09-01,nfl,New York
2017-09-24,Oakland Raiders,-1,2017-09-01,nfl,Oakland
2017-09-24,Philadelphia Eagles,1,2017-09-01,nfl,Philadelphia
2017-09-24,Pittsburgh Steelers,-1,2017-09-01,nfl,Pittsburgh
2017-09-24,Seattle Seahawks,-1,2017-09-01,nfl,Seattle
2017-09-24,Tampa Bay Buccaneers,-1,2017-09-01,nfl,Tampa Bay
2017-09-24,Tennessee Titans,1,2017-09-01,nfl,Tennessee
2017-09-24,Washington Redskins,1,2017-09-01,nfl,Washington
2017-09-25,Arizona Cardinals,-1,2017-09-01,nfl,Arizona
2017-09-25,Dallas Cowboys,1,2017-09-01,nfl,Dallas
2017-09-28,Chicago Bears,-1,2017-09-01,nfl,Chicago
2017-09-28,Green Bay Packers,1,2017-09-01,nfl,Green Bay
2017-10-01,Arizona Cardinals,1,2017-10-01,nfl,Arizona
2017-10-01,Atlanta Falcons,-1,2017-10-01,nfl,Atlanta
2017-10-01,Baltimore Ravens,-1,2017-10-01,nfl,Baltimore
2017-10-01,Buffalo Bills,1,2017-10-01,nfl,Buffalo
2017-10-01,Carolina Panthers,1,2017-10-01,nfl,Carolina
2017-10-01,Cincinnati Bengals,1,2017-10-01,nfl,Cincinnati
2017-10-01,Cleveland Browns,-1,2017-10-01,nfl,Cleveland
2017-10-01,Dallas Cowboys,-1,2017-10-01,nfl,Dallas
2017-10-01,Denver Broncos,1,2017-10-01,nfl,Denver
2017-10-01,Detroit Lions,1,2017-10-01,nfl,Detroit
2017-10-01,Houston Texans,1,2017-10-01,nfl,Houston
2017-10-01,Indianapolis Colts,-1,2017-10-01,nfl,Indianapolis
2017-10-01,Jacksonville Jaguars,-1,2017-10-01,nfl,Jacksonville
2017-10-01,Los Angeles Chargers,-1,2017-10-01,nfl,Los Angeles
2017-10-01,Los Angeles Rams,1,2017-10-01,nfl,Los Angeles
2017-10-01,Miami Dolphins,-1,2017-10-01,nfl,Miami
2017-10-01,Minnesota Vikings,-1,2017-10-01,nfl,Minnesota
2017-10-01,New England Patriots,-1,2017-10-01,nfl,New England
2017-10-01,New Orleans Saints,1,2017-10-01,nfl,New Orleans
2017-10-01,New York Giants,-1,2017-10-01,nfl,New York
2017-10-01,New York Jets,1,2017-10-01,nfl,New York
2017-10-01,Oakland Raiders,-1,2017-10-01,nfl,Oakland
2017-10-01,Philadelphia Eagles,1,2017-10-01,nfl,Philadelphia
2017-10-01,Pittsburgh Steelers,1,2017-10-01,nfl,Pittsburgh
2017-10-01,San Francisco 49ers,-1,2017-10-01,nfl,San Francisco
2017-10-01,Seattle Seahawks,1,2017-10-01,nfl,Seattle
2017-10-01,Tampa Bay Buccaneers,1,2017-10-01,nfl,Tampa Bay
2017-10-01,Tennessee Titans,-1,2017-10-01,nfl,Tennessee
2017-10-02,Kansas City Chiefs,1,2017-10-01,nfl,Kansas City
2017-10-02,Washington Redskins,-1,2017-10-01,nfl,Washington
2017-10-05,New England Patriots,1,2017-10-01,nfl,New England
2017-10-05,Tampa Bay Buccaneers,-1,2017-10-01,nfl,Tampa Bay
2017-10-08,Arizona Cardinals,-1,2017-10-01,nfl,Arizona
2017-10-08,Baltimore Ravens,1,2017-10-01,nfl,Baltimore
2017-10-08,Buffalo Bills,-1,2017-10-01,nfl,Buffalo
2017-10-08,Carolina Panthers,1,2017-10-01,nfl,Carolina
2017-10-08,Cincinnati Bengals,1,2017-10-01,nfl,Cincinnati
2017-10-08,Cleveland Browns,-1,2017-10-01,nfl,Cleveland
2017-10-08,Dallas Cowboys,-1,2017-10-01,nfl,Dallas
2017-10-08,Detroit Lions,-1,2017-10-01,nfl,Detroit
2017-10-08,Green Bay Packers,1,2017-10-01,nfl,Green Bay
2017-10-08,Houston Texans,-1,2017-10-01,nfl,Houston
2017-10-08,Indianapolis Colts,1,2017-10-01,nfl,Indianapolis
2017-10-08,Jacksonville Jaguars,1,2017-10-01,nfl,Jacksonville
2017-10-08,Kansas City Chiefs,1,2017-10-01,nfl,Kansas City
2017-10-08,Los Angeles Chargers,1,2017-10-01,nfl,Los Angeles
2017-10-08,Los Angeles Rams,-1,2017-10-01,nfl,Los Angeles
2017-10-08,Miami Dolphins,1,2017-10-01,nfl,Miami
2017-10-08,New York Giants,-1,2017-10-01,nfl,New York
2017-10-08,New York Jets,1,2017-10-01,nfl,New York
2017-10-08,Oakland Raiders,-1,2017-10-01,nfl,Oakland
2017-10-08,Philadelphia Eagles,1,2017-10-01,nfl,Philadelphia
2017-10-08,Pittsburgh Steelers,-1,2017-10-01,nfl,Pittsburgh
2017-10-08,San Francisco 49ers,-1,2017-10-01,nfl,San Francisco
2017-10-08,Seattle Seahawks,1,2017-10-01,nfl,Seattle
2017-10-08,Tennessee Titans,-1,2017-10-01,nfl,Tennessee
2017-10-09,Chicago Bears,-1,2017-10-01,nfl,Chicago
2017-10-09,Minnesota Vikings,1,2017-10-01,nfl,Minnesota
2017-10-12,Carolina Panthers,-1,2017-10-01,nfl,Carolina
2017-10-12,Philadelphia Eagles,1,2017-10-01,nfl,Philadelphia
2017-10-15,Arizona Cardinals,1,2017-10-01,nfl,Arizona
2017-10-15,Atlanta Falcons,-1,2017-10-01,nfl,Atlanta
2017-10-15,Baltimore Ravens,-1,2017-10-01,nfl,Baltimore
2017-10-15,Chicago Bears,1,2017-10-01,nfl,Chicago
2017-10-15,Cleveland Browns,-1,2017-10-01,nfl,Cleveland
2017-10-15,Denver Broncos,-1,2017-10-01,nfl,Denver
2017-10-15,Detroit Lions,-1,2017-10-01,nfl,Detroit
2017-10-15,Green Bay Packers,-1,2017-10-01,nfl,Green Bay
2017-10-15,Houston Texans,1,2017-10-01,nfl,Houston
2017-10-15,Jacksonville Jaguars,-1,2017-10-01,nfl,Jacksonville
2017-10-15,Kansas City Chiefs,-1,2017-10-01,nfl,Kansas City
2017-10-15,Los Angeles Chargers,1,2017-10-01,nfl,Los Angeles
2017-10-15,Los Angeles Rams,1,2017-10-01,nfl,Los Angeles
2017-10-15,Miami Dolphins,1,2017-10-01,nfl,Miami
2017-10-15,Minnesota Vikings,1,2017-10-01,nfl,Minnesota
2017-10-15,New England Patriots,1,2017-10-01,nfl,New England
2017-10-15,New Orleans Saints,1,2017-10-01,nfl,New Orleans
2017-10-15,New York Giants,1,2017-10-01,nfl,New York
2017-10-15,New York Jets,-1,2017-10-01,nfl,New York
2017-10-15,Oakland Raiders,-1,2017-10-01,nfl,Oakland
2017-10-15,Pittsburgh Steelers,1,2017-10-01,nfl,Pittsburgh
2017-10-15,San Francisco 49ers,-1,2017-10-01,nfl,San Francisco
2017-10-15,Tampa Bay Buccaneers,-1,2017-10-01,nfl,Tampa Bay
2017-10-15,Washington Redskins,1,2017-10-01,nfl,Washington
2017-10-16,Indianapolis Colts,-1,2017-10-01,nfl,Indianapolis
2017-10-16,Tennessee Titans,1,2017-10-01,nfl,Tennessee
2017-10-19,Kansas City Chiefs,-1,2017-10-01,nfl,Kansas City
2017-10-19,Oakland Raiders,1,2017-10-01,nfl,Oakland
2017-10-22,Arizona Cardinals,-1,2017-10-01,nfl,Arizona
2017-10-22,Atlanta Falcons,-1,2017-10-01,nfl,Atlanta
2017-10-22,Baltimore Ravens,-1,2017-10-01,nfl,Baltimore
