Date,Time,Away,AwayGoals,Home,HomeGoals,Result,Attendance,length,Type
2018-03-31,7:00 PM,New York Islanders,3.0,New Jersey Devils,4.0,Full Time,16514.0,2:36,Regular Season
2018-03-31,8:00 PM,Buffalo Sabres,7.0,Nashville Predators,4.0,Full Time,17551.0,2:38,Regular Season
2018-03-31,7:00 PM,Montreal Canadiens,2.0,Pittsburgh Penguins,5.0,Full Time,18636.0,2:26,Regular Season
2018-03-31,7:00 PM,Winnipeg Jets,3.0,Toronto Maple Leafs,1.0,Full Time,19101.0,2:31,Regular Season
2018-03-31,4:00 PM,Columbus Blue Jackets,4.0,Vancouver Canucks,5.0,Overtime,18865.0,2:32,Regular Season
2018-03-31,10:30 PM,San Jose Sharks,2.0,Vegas Golden Knights,3.0,Full Time,18458.0,2:38,Regular Season
2018-04-01,9:00 PM,Colorado Avalanche,3.0,Anaheim Ducks,4.0,Overtime,17054.0,2:41,Regular Season
2018-04-01,7:00 PM,New Jersey Devils,2.0,Montreal Canadiens,1.0,Full Time,21302.0,2:34,Regular Season
2018-04-01,12:30 PM,Boston Bruins,3.0,Philadelphia Flyers,4.0,Overtime,19904.0,2:29,Regular Season
2018-04-01,7:30 PM,Washington Capitals,3.0,Pittsburgh Penguins,1.0,Full Time,18639.0,2:39,Regular Season
2018-04-01,6:00 PM,Nashville Predators,4.0,Tampa Bay Lightning,1.0,Full Time,19092.0,2:24,Regular Season
2018-04-02,7:30 PM,Carolina Hurricanes,2.0,Florida Panthers,3.0,Full Time,10619.0,2:22,Regular Season
2018-04-02,10:30 PM,Colorado Avalanche,1.0,Los Angeles Kings,3.0,Full Time,18230.0,2:29,Regular Season
2018-04-02,8:00 PM,Edmonton Oilers,0.0,Minnesota Wild,3.0,Full Time,19189.0,2:26,Regular Season
2018-04-02,7:30 PM,Winnipeg Jets,6.0,Ottawa Senators,5.0,Full Time,17122.0,2:42,Regular Season
2018-04-02,8:00 PM,Washington Capitals,4.0,St. Louis Blues,2.0,Full Time,18841.0,2:30,Regular Season
2018-04-02,7:00 PM,Buffalo Sabres,2.0,Toronto Maple Leafs,5.0,Full Time,18846.0,2:32,Regular Season
2018-04-03,7:00 PM,Detroit Red Wings,4.0,Columbus Blue Jackets,5.0,Overtime,18477.0,2:42,Regular Season
2018-04-03,9:00 PM,Arizona Coyotes,4.0,Calgary Flames,1.0,Full Time,18677.0,2:34,Regular Season
2018-04-03,7:30 PM,Nashville Predators,1.0,Florida Panthers,2.0,Full Time,12147.0,2:42,Regular Season
2018-04-03,7:30 PM,Winnipeg Jets,5.0,Montreal Canadiens,4.0,Overtime,21302.0,2:38,Regular Season
2018-04-03,7:00 PM,New York Rangers,2.0,New Jersey Devils,5.0,Full Time,16514.0,2:32,Regular Season
2018-04-03,7:00 PM,Philadelphia Flyers,4.0,New York Islanders,5.0,Full Time,11951.0,2:32,Regular Season
2018-04-03,10:30 PM,Dallas Stars,4.0,San Jose Sharks,2.0,Full Time,17451.0,2:24,Regular Season
2018-04-03,7:30 PM,Boston Bruins,0.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:30,Regular Season
2018-04-03,10:00 PM,Vegas Golden Knights,5.0,Vancouver Canucks,4.0,Shootout,18865.0,2:51,Regular Season
2018-04-04,10:00 PM,Minnesota Wild,1.0,Anaheim Ducks,3.0,Full Time,17495.0,2:25,Regular Season
2018-04-04,7:30 PM,Ottawa Senators,4.0,Buffalo Sabres,2.0,Full Time,18919.0,2:26,Regular Season
2018-04-04,8:00 PM,Chicago Blackhawks,4.0,St. Louis Blues,3.0,Full Time,18935.0,2:31,Regular Season
2018-04-05,7:00 PM,Pittsburgh Penguins,5.0,Columbus Blue Jackets,4.0,Overtime,19157.0,2:38,Regular Season
2018-04-05,7:30 PM,Montreal Canadiens,4.0,Detroit Red Wings,3.0,Full Time,19515.0,2:27,Regular Season
2018-04-05,9:00 PM,Vegas Golden Knights,3.0,Edmonton Oilers,4.0,Full Time,18347.0,2:20,Regular Season
2018-04-05,7:30 PM,Boston Bruins,2.0,Florida Panthers,3.0,Full Time,14860.0,2:34,Regular Season
2018-04-05,10:30 PM,Minnesota Wild,4.0,Los Angeles Kings,5.0,Overtime,18230.0,2:41,Regular Season
2018-04-05,7:00 PM,Toronto Maple Leafs,1.0,New Jersey Devils,2.0,Full Time,16514.0,2:29,Regular Season
2018-04-05,7:00 PM,New York Rangers,1.0,New York Islanders,2.0,Full Time,14152.0,2:16,Regular Season
2018-04-05,7:00 PM,Carolina Hurricanes,3.0,Philadelphia Flyers,4.0,Full Time,20001.0,2:28,Regular Season
2018-04-05,10:30 PM,Colorado Avalanche,2.0,San Jose Sharks,4.0,Full Time,17497.0,2:23,Regular Season
2018-04-05,10:00 PM,Arizona Coyotes,3.0,Vancouver Canucks,4.0,Overtime,18865.0,2:30,Regular Season
2018-04-05,8:00 PM,Calgary Flames,1.0,Winnipeg Jets,2.0,Full Time,15321.0,2:23,Regular Season
2018-04-05,7:00 PM,Nashville Predators,4.0,Washington Capitals,3.0,Full Time,18506.0,2:37,Regular Season
2018-04-06,10:00 PM,Dallas Stars,3.0,Anaheim Ducks,5.0,Full Time,17355.0,2:24,Regular Season
2018-04-06,8:30 PM,St. Louis Blues,4.0,Chicago Blackhawks,1.0,Full Time,22218.0,2:24,Regular Season
2018-04-06,7:30 PM,Ottawa Senators,0.0,Pittsburgh Penguins,4.0,Full Time,18633.0,2:26,Regular Season
2018-04-06,7:30 PM,Buffalo Sabres,5.0,Tampa Bay Lightning,7.0,Full Time,19092.0,2:26,Regular Season
2018-04-07,9:00 PM,Anaheim Ducks,3.0,Arizona Coyotes,0.0,Full Time,17382.0,2:26,Regular Season
2018-04-07,7:00 PM,Ottawa Senators,2.0,Boston Bruins,5.0,Full Time,17565.0,2:27,Regular Season
2018-04-07,7:00 PM,Tampa Bay Lightning,2.0,Carolina Hurricanes,3.0,Overtime,15402.0,2:40,Regular Season
2018-04-07,10:00 PM,Vegas Golden Knights,1.0,Calgary Flames,7.0,Full Time,19289.0,2:30,Regular Season
2018-04-07,9:00 PM,St. Louis Blues,2.0,Colorado Avalanche,5.0,Full Time,18087.0,2:52,Regular Season
2018-04-07,7:00 PM,New York Islanders,4.0,Detroit Red Wings,3.0,Overtime,19515.0,2:28,Regular Season
2018-04-07,10:00 PM,Vancouver Canucks,2.0,Edmonton Oilers,3.0,Shootout,18347.0,2:44,Regular Season
2018-04-07,7:00 PM,Buffalo Sabres,3.0,Florida Panthers,4.0,Full Time,16254.0,2:33,Regular Season
2018-04-07,10:30 PM,Dallas Stars,4.0,Los Angeles Kings,2.0,Full Time,18230.0,2:25,Regular Season
2018-04-07,8:00 PM,Columbus Blue Jackets,2.0,Nashville Predators,4.0,Full Time,17594.0,2:28,Regular Season
2018-04-07,3:00 PM,New York Rangers,0.0,Philadelphia Flyers,5.0,Full Time,20028.0,2:22,Regular Season
2018-04-07,10:30 PM,Minnesota Wild,6.0,San Jose Sharks,3.0,Full Time,17562.0,2:23,Regular Season
2018-04-07,7:00 PM,Montreal Canadiens,2.0,Toronto Maple Leafs,4.0,Full Time,19525.0,2:34,Regular Season
2018-04-07,7:00 PM,Chicago Blackhawks,1.0,Winnipeg Jets,4.0,Full Time,15321.0,2:22,Regular Season
2018-04-07,7:00 PM,New Jersey Devils,3.0,Washington Capitals,5.0,Full Time,18506.0,2:24,Regular Season
2018-04-08,7:30 PM,Florida Panthers,4.0,Boston Bruins,2.0,Full Time,17565.0,2:30,Regular Season
2018-04-11,10:00 PM,Los Angeles Kings,0.0,Vegas Golden Knights,1.0,Full Time,18479.0,2:33,Playoff
2018-04-11,7:00 PM,Philadelphia Flyers,0.0,Pittsburgh Penguins,7.0,Full Time,18556.0,2:26,Playoff
2018-04-11,7:00 PM,Minnesota Wild,2.0,Winnipeg Jets,3.0,Full Time,15321.0,2:37,Playoff
2018-04-12,10:30 PM,San Jose Sharks,3.0,Anaheim Ducks,0.0,Full Time,17174.0,2:36,Playoff
2018-04-12,7:00 PM,Toronto Maple Leafs,1.0,Boston Bruins,5.0,Full Time,17565.0,2:35,Playoff
2018-04-12,9:30 PM,Colorado Avalanche,2.0,Nashville Predators,5.0,Full Time,17301.0,2:24,Playoff
2018-04-12,7:00 PM,New Jersey Devils,2.0,Tampa Bay Lightning,5.0,Full Time,19092.0,2:42,Playoff
2018-04-12,7:30 PM,Columbus Blue Jackets,4.0,Washington Capitals,3.0,Overtime,18506.0,2:56,Playoff
2018-04-13,7:00 PM,Philadelphia Flyers,5.0,Pittsburgh Penguins,1.0,Full Time,18648.0,2:35,Playoff
2018-04-13,10:00 PM,Los Angeles Kings,1.0,Vegas Golden Knights,2.0,2OT,18588.0,4:12,Playoff
2018-04-13,7:30 PM,Minnesota Wild,1.0,Winnipeg Jets,4.0,Full Time,15321.0,2:42,Playoff
2018-04-14,10:30 PM,San Jose Sharks,3.0,Anaheim Ducks,2.0,Full Time,17430.0,2:30,Playoff
2018-04-14,3:00 PM,New Jersey Devils,3.0,Tampa Bay Lightning,5.0,Full Time,19092.0,2:49,Playoff
2018-04-14,3:00 PM,Colorado Avalanche,4.0,Nashville Predators,5.0,Full Time,17369.0,2:34,Playoff
2018-04-14,8:00 PM,Toronto Maple Leafs,3.0,Boston Bruins,7.0,Full Time,17565.0,2:42,Playoff
2018-04-15,10:30 PM,Vegas Golden Knights,3.0,Los Angeles Kings,2.0,Full Time,18484.0,2:38,Playoff
2018-04-15,7:00 PM,Winnipeg Jets,2.0,Minnesota Wild,6.0,Full Time,19175.0,2:39,Playoff
2018-04-15,3:00 PM,Pittsburgh Penguins,5.0,Philadelphia Flyers,1.0,Full Time,19955.0,2:32,Playoff
2018-04-15,7:30 PM,Columbus Blue Jackets,5.0,Washington Capitals,4.0,Overtime,18506.0,3:29,Playoff
2018-04-16,7:00 PM,Boston Bruins,2.0,Toronto Maple Leafs,4.0,Full Time,19663.0,2:43,Playoff
2018-04-16,10:30 PM,Anaheim Ducks,1.0,San Jose Sharks,8.0,Full Time,17562.0,2:43,Playoff
2018-04-16,10:00 PM,Nashville Predators,3.0,Colorado Avalanche,5.0,Full Time,18087.0,2:48,Playoff
2018-04-16,7:30 PM,Tampa Bay Lightning,2.0,New Jersey Devils,5.0,Full Time,16514.0,4:07,Playoff
2018-04-17,7:30 PM,Washington Capitals,3.0,Columbus Blue Jackets,2.0,2OT,19337.0,3:46,Playoff
2018-04-17,10:30 PM,Vegas Golden Knights,1.0,Los Angeles Kings,0.0,Full Time,18422.0,2:28,Playoff
2018-04-17,8:00 PM,Winnipeg Jets,2.0,Minnesota Wild,0.0,Full Time,19277.0,2:24,Playoff
2018-04-18,10:00 PM,Nashville Predators,3.0,Colorado Avalanche,2.0,Full Time,18087.0,2:36,Playoff
2018-04-18,7:30 PM,Tampa Bay Lightning,3.0,New Jersey Devils,1.0,Full Time,16514.0,2:41,Playoff
2018-04-18,7:00 PM,Pittsburgh Penguins,5.0,Philadelphia Flyers,0.0,Full Time,19644.0,2:26,Playoff
2018-04-18,10:30 PM,Anaheim Ducks,1.0,San Jose Sharks,2.0,Full Time,17562.0,2:25,Playoff
2018-04-19,7:30 PM,Washington Capitals,4.0,Columbus Blue Jackets,1.0,Full Time,19395.0,2:28,Playoff
2018-04-19,7:00 PM,Boston Bruins,3.0,Toronto Maple Leafs,1.0,Full Time,19689.0,2:36,Playoff
2018-04-20,9:30 PM,Colorado Avalanche,2.0,Nashville Predators,1.0,Full Time,17504.0,2:34,Playoff
2018-04-20,7:30 PM,Minnesota Wild,0.0,Winnipeg Jets,5.0,Full Time,15321.0,2:24,Playoff
2018-04-20,7:00 PM,Philadelphia Flyers,4.0,Pittsburgh Penguins,2.0,Full Time,18632.0,2:31,Playoff
2018-04-21,8:00 PM,Toronto Maple Leafs,4.0,Boston Bruins,3.0,Full Time,17565.0,2:40,Playoff
2018-04-21,3:00 PM,New Jersey Devils,1.0,Tampa Bay Lightning,3.0,Full Time,19029.0,2:32,Playoff
2018-04-21,3:00 PM,Columbus Blue Jackets,3.0,Washington Capitals,4.0,Overtime,18506.0,3:01,Playoff
2018-04-22,7:00 PM,Nashville Predators,5.0,Colorado Avalanche,0.0,Full Time,18087.0,2:40,Playoff
2018-04-22,3:00 PM,Pittsburgh Penguins,8.0,Philadelphia Flyers,5.0,Full Time,19861.0,2:33,Playoff
2018-04-23,7:30 PM,Washington Capitals,6.0,Columbus Blue Jackets,3.0,Full Time,18667.0,2:28,Playoff
2018-04-23,7:00 PM,Boston Bruins,1.0,Toronto Maple Leafs,3.0,Full Time,19604.0,2:43,Playoff
2018-04-25,7:30 PM,Toronto Maple Leafs,4.0,Boston Bruins,7.0,Full Time,17565.0,2:42,Playoff
2018-04-26,7:00 PM,Pittsburgh Penguins,3.0,Washington Capitals,2.0,Full Time,18506.0,2:26,Playoff
2018-04-26,10:00 PM,San Jose Sharks,0.0,Vegas Golden Knights,7.0,Full Time,18444.0,2:38,Playoff
2018-04-27,8:00 PM,Winnipeg Jets,4.0,Nashville Predators,1.0,Full Time,17307.0,2:27,Playoff
2018-04-28,3:00 PM,Boston Bruins,6.0,Tampa Bay Lightning,2.0,Full Time,19092.0,2:30,Playoff
2018-04-28,8:00 PM,San Jose Sharks,4.0,Vegas Golden Knights,3.0,2OT,18671.0,3:59,Playoff
2018-04-29,7:00 PM,Winnipeg Jets,4.0,Nashville Predators,5.0,2OT,17274.0,3:42,Playoff
2018-04-29,3:00 PM,Pittsburgh Penguins,1.0,Washington Capitals,4.0,Full Time,18506.0,2:41,Playoff
2018-04-30,10:00 PM,Vegas Golden Knights,4.0,San Jose Sharks,3.0,Overtime,17562.0,3:08,Playoff
2018-04-30,7:00 PM,Boston Bruins,2.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:36,Playoff
2018-05-01,7:30 PM,Washington Capitals,4.0,Pittsburgh Penguins,3.0,Full Time,18634.0,2:39,Playoff
2018-05-01,8:00 PM,Nashville Predators,4.0,Winnipeg Jets,7.0,Full Time,15321.0,2:46,Playoff
2018-05-02,7:00 PM,Tampa Bay Lightning,4.0,Boston Bruins,1.0,Full Time,17565.0,2:34,Playoff
2018-05-02,10:00 PM,Vegas Golden Knights,0.0,San Jose Sharks,4.0,Full Time,17562.0,2:32,Playoff
2018-05-03,7:00 PM,Washington Capitals,1.0,Pittsburgh Penguins,3.0,Full Time,18650.0,2:34,Playoff
2018-05-03,9:30 PM,Nashville Predators,2.0,Winnipeg Jets,1.0,Full Time,15321.0,2:30,Playoff
2018-05-04,7:00 PM,Tampa Bay Lightning,4.0,Boston Bruins,3.0,Overtime,17565.0,2:55,Playoff
2018-05-04,10:00 PM,San Jose Sharks,3.0,Vegas Golden Knights,5.0,Full Time,18693.0,2:44,Playoff
2018-05-05,9:30 PM,Winnipeg Jets,6.0,Nashville Predators,2.0,Full Time,17513.0,2:30,Playoff
2018-05-05,7:00 PM,Pittsburgh Penguins,3.0,Washington Capitals,6.0,Full Time,18506.0,2:41,Playoff
2018-05-06,3:00 PM,Boston Bruins,1.0,Tampa Bay Lightning,3.0,Full Time,19092.0,2:37,Playoff
2018-05-06,7:30 PM,Vegas Golden Knights,3.0,San Jose Sharks,0.0,Full Time,17562.0,2:32,Playoff
2018-05-07,7:00 PM,Washington Capitals,2.0,Pittsburgh Penguins,1.0,Overtime,18621.0,2:50,Playoff
2018-05-07,9:30 PM,Nashville Predators,4.0,Winnipeg Jets,0.0,Full Time,15321.0,2:33,Playoff
2018-05-10,8:00 PM,Winnipeg Jets,5.0,Nashville Predators,1.0,Full Time,17523.0,2:29,Playoff
2018-05-11,8:00 PM,Washington Capitals,4.0,Tampa Bay Lightning,2.0,Full Time,19092.0,2:28,Playoff
2018-05-12,7:00 PM,Vegas Golden Knights,2.0,Winnipeg Jets,4.0,Full Time,15321.0,2:32,Playoff
2018-05-13,8:00 PM,Washington Capitals,6.0,Tampa Bay Lightning,2.0,Full Time,19092.0,2:38,Playoff
2018-05-14,8:00 PM,Vegas Golden Knights,3.0,Winnipeg Jets,1.0,Full Time,15321.0,2:29,Playoff
2018-05-15,8:00 PM,Tampa Bay Lightning,4.0,Washington Capitals,2.0,Full Time,18506.0,2:39,Playoff
2018-05-16,9:00 PM,Winnipeg Jets,2.0,Vegas Golden Knights,4.0,Full Time,18477.0,2:41,Playoff
2018-05-17,8:00 PM,Tampa Bay Lightning,4.0,Washington Capitals,2.0,Full Time,18506.0,2:34,Playoff
2018-05-18,8:00 PM,Winnipeg Jets,2.0,Vegas Golden Knights,3.0,Full Time,18697.0,2:35,Playoff
2018-05-19,7:15 PM,Washington Capitals,2.0,Tampa Bay Lightning,3.0,Full Time,19092.0,2:28,Playoff
2018-05-20,3:00 PM,Vegas Golden Knights,2.0,Winnipeg Jets,1.0,Full Time,15321.0,2:25,Playoff
2018-05-21,8:00 PM,Tampa Bay Lightning,0.0,Washington Capitals,3.0,Full Time,18506.0,2:34,Playoff
2018-05-23,8:00 PM,Washington Capitals,4.0,Tampa Bay Lightning,0.0,Full Time,19092.0,2:27,Playoff
2018-05-28,8:00 PM,Washington Capitals,4.0,Vegas Golden Knights,6.0,Full Time,18575.0,2:45,Playoff
2018-05-30,8:00 PM,Washington Capitals,3.0,Vegas Golden Knights,2.0,Full Time,18702.0,2:42,Playoff
2018-06-02,8:00 PM,Vegas Golden Knights,1.0,Washington Capitals,3.0,Full Time,18506.0,2:38,Playoff
2018-06-04,8:00 PM,Vegas Golden Knights,2.0,Washington Capitals,6.0,Full Time,18506.0,2:39,Playoff
2018-06-07,8:00 PM,Washington Capitals,4.0,Vegas Golden Knights,3.0,Full Time,18529.0,2:45,Playoff
2018-10-03,10:30 PM,Anaheim Ducks,5.0,San Jose Sharks,2.0,Full Time,17562.0,2:25,Regular Season
2018-10-03,7:00 PM,Montreal Canadiens,2.0,Toronto Maple Leafs,3.0,Overtime,19589.0,2:37,Regular Season
2018-10-03,10:00 PM,Calgary Flames,2.0,Vancouver Canucks,5.0,Full Time,18870.0,2:31,Regular Season
2018-10-03,7:30 PM,Boston Bruins,0.0,Washington Capitals,7.0,Full Time,18506.0,2:30,Regular Season
2018-10-04,7:00 PM,Boston Bruins,4.0,Buffalo Sabres,0.0,Full Time,19070.0,2:35,Regular Season
2018-10-04,7:00 PM,New York Islanders,2.0,Carolina Hurricanes,1.0,Overtime,18680.0,2:34,Regular Season
2018-10-04,9:00 PM,Minnesota Wild,1.0,Colorado Avalanche,4.0,Full Time,18086.0,2:37,Regular Season
2018-10-04,8:30 PM,Arizona Coyotes,0.0,Dallas Stars,3.0,Full Time,18532.0,2:34,Regular Season
2018-10-04,7:30 PM,Columbus Blue Jackets,3.0,Detroit Red Wings,2.0,Overtime,19515.0,2:43,Regular Season
2018-10-04,7:30 PM,Nashville Predators,3.0,New York Rangers,2.0,Full Time,17117.0,2:31,Regular Season
2018-10-04,7:30 PM,Chicago Blackhawks,4.0,Ottawa Senators,3.0,Overtime,15858.0,2:38,Regular Season
2018-10-04,7:00 PM,Washington Capitals,6.0,Pittsburgh Penguins,7.0,Overtime,18627.0,2:39,Regular Season
2018-10-04,8:00 PM,Winnipeg Jets,5.0,St. Louis Blues,1.0,Full Time,18292.0,2:35,Regular Season
2018-10-04,10:00 PM,Philadelphia Flyers,5.0,Vegas Golden Knights,2.0,Full Time,18555.0,2:24,Regular Season
2018-10-05,7:00 PM,Carolina Hurricanes,3.0,Columbus Blue Jackets,1.0,Full Time,18306.0,2:35,Regular Season
2018-10-05,10:30 PM,San Jose Sharks,3.0,Los Angeles Kings,2.0,Overtime,18230.0,2:36,Regular Season
2018-10-06,9:00 PM,Anaheim Ducks,1.0,Arizona Coyotes,0.0,Full Time,17125.0,2:24,Regular Season
2018-10-06,7:00 PM,New York Rangers,1.0,Buffalo Sabres,3.0,Full Time,16824.0,2:45,Regular Season
2018-10-06,10:00 PM,Vancouver Canucks,4.0,Calgary Flames,7.0,Full Time,18688.0,2:39,Regular Season
2018-10-06,9:00 PM,Philadelphia Flyers,2.0,Colorado Avalanche,5.0,Full Time,16768.0,2:33,Regular Season
2018-10-06,7:00 PM,Winnipeg Jets,1.0,Dallas Stars,5.0,Full Time,18131.0,2:36,Regular Season
2018-10-06,8:00 PM,Vegas Golden Knights,2.0,Minnesota Wild,1.0,Shootout,19077.0,3:18,Regular Season
2018-10-06,1:00 PM,Edmonton Oilers,2.0,New Jersey Devils,5.0,Full Time,12044.0,2:31,Regular Season
2018-10-06,7:00 PM,Nashville Predators,4.0,New York Islanders,3.0,Full Time,12163.0,2:25,Regular Season
2018-10-06,7:00 PM,Montreal Canadiens,5.0,Pittsburgh Penguins,1.0,Full Time,18622.0,2:26,Regular Season
2018-10-06,8:00 PM,Chicago Blackhawks,5.0,St. Louis Blues,4.0,Overtime,17429.0,2:39,Regular Season
2018-10-06,7:00 PM,Florida Panthers,1.0,Tampa Bay Lightning,2.0,Shootout,19092.0,2:39,Regular Season
2018-10-06,7:00 PM,Ottawa Senators,5.0,Toronto Maple Leafs,3.0,Full Time,19321.0,2:35,Regular Season
2018-10-07,5:00 PM,New York Rangers,5.0,Carolina Hurricanes,8.0,Full Time,13526.0,2:37,Regular Season
2018-10-07,7:00 PM,Toronto Maple Leafs,7.0,Chicago Blackhawks,6.0,Overtime,21812.0,2:31,Regular Season
2018-10-07,10:30 PM,Detroit Red Wings,2.0,Los Angeles Kings,4.0,Full Time,18230.0,2:43,Regular Season
2018-10-08,10:00 PM,Detroit Red Wings,2.0,Anaheim Ducks,3.0,Shootout,17436.0,2:44,Regular Season
2018-10-08,1:00 PM,Ottawa Senators,3.0,Boston Bruins,6.0,Full Time,17565.0,2:33,Regular Season
2018-10-08,3:00 PM,Vegas Golden Knights,2.0,Buffalo Sabres,4.0,Full Time,16004.0,2:20,Regular Season
2018-10-08,1:00 PM,San Jose Sharks,0.0,New York Islanders,4.0,Full Time,8790.0,2:26,Regular Season
2018-10-09,7:00 PM,Vancouver Canucks,3.0,Carolina Hurricanes,5.0,Full Time,11932.0,2:35,Regular Season
2018-10-09,7:00 PM,Colorado Avalanche,2.0,Columbus Blue Jackets,5.0,Full Time,11694.0,2:27,Regular Season
2018-10-09,8:30 PM,Toronto Maple Leafs,7.0,Dallas Stars,4.0,Full Time,17866.0,2:30,Regular Season
2018-10-09,8:00 PM,Calgary Flames,3.0,Nashville Predators,0.0,Full Time,17209.0,2:32,Regular Season
2018-10-09,7:00 PM,San Jose Sharks,8.0,Philadelphia Flyers,2.0,Full Time,19133.0,2:34,Regular Season
2018-10-09,8:00 PM,Los Angeles Kings,1.0,Winnipeg Jets,2.0,Full Time,15321.0,2:27,Regular Season
2018-10-10,10:00 PM,Arizona Coyotes,3.0,Anaheim Ducks,2.0,Shootout,17015.0,2:30,Regular Season
2018-10-10,7:30 PM,Philadelphia Flyers,7.0,Ottawa Senators,4.0,Full Time,13215.0,2:38,Regular Season
2018-10-10,8:00 PM,Vegas Golden Knights,2.0,Washington Capitals,5.0,Full Time,18506.0,2:40,Regular Season
2018-10-11,7:00 PM,Edmonton Oilers,1.0,Boston Bruins,4.0,Full Time,17565.0,2:28,Regular Season
2018-10-11,7:00 PM,Colorado Avalanche,6.0,Buffalo Sabres,1.0,Full Time,15396.0,2:30,Regular Season
2018-10-11,7:30 PM,Toronto Maple Leafs,5.0,Detroit Red Wings,3.0,Full Time,19515.0,2:32,Regular Season
2018-10-11,7:00 PM,Columbus Blue Jackets,5.0,Florida Panthers,4.0,Full Time,14394.0,2:34,Regular Season
2018-10-11,8:00 PM,Chicago Blackhawks,3.0,Minnesota Wild,4.0,Overtime,18652.0,2:42,Regular Season
2018-10-11,7:30 PM,Los Angeles Kings,3.0,Montreal Canadiens,0.0,Full Time,21302.0,2:33,Regular Season
2018-10-11,7:00 PM,Washington Capitals,0.0,New Jersey Devils,6.0,Full Time,16514.0,2:31,Regular Season
2018-10-11,8:00 PM,Winnipeg Jets,0.0,Nashville Predators,3.0,Full Time,17228.0,2:30,Regular Season
2018-10-11,7:00 PM,San Jose Sharks,2.0,New York Rangers,3.0,Overtime,17004.0,2:31,Regular Season
2018-10-11,7:00 PM,Vegas Golden Knights,2.0,Pittsburgh Penguins,4.0,Full Time,18610.0,2:27,Regular Season
2018-10-11,8:00 PM,Calgary Flames,3.0,St. Louis Blues,5.0,Full Time,16403.0,2:37,Regular Season
2018-10-11,7:30 PM,Vancouver Canucks,4.0,Tampa Bay Lightning,1.0,Full Time,19092.0,2:23,Regular Season
2018-10-13,9:00 PM,Buffalo Sabres,3.0,Arizona Coyotes,0.0,Full Time,15304.0,2:32,Regular Season
2018-10-13,3:00 PM,Detroit Red Wings,2.0,Boston Bruins,8.0,Full Time,17565.0,2:40,Regular Season
2018-10-13,8:30 PM,St. Louis Blues,3.0,Chicago Blackhawks,4.0,Overtime,21634.0,2:38,Regular Season
2018-10-13,10:00 PM,Calgary Flames,3.0,Colorado Avalanche,2.0,Overtime,17334.0,2:34,Regular Season
2018-10-13,8:00 PM,Anaheim Ducks,3.0,Dallas Stars,5.0,Full Time,18532.0,2:38,Regular Season
2018-10-13,7:00 PM,Vancouver Canucks,3.0,Florida Panthers,2.0,Full Time,11953.0,2:32,Regular Season
2018-10-13,6:00 PM,Carolina Hurricanes,5.0,Minnesota Wild,4.0,Overtime,18715.0,2:56,Regular Season
2018-10-13,7:00 PM,Pittsburgh Penguins,3.0,Montreal Canadiens,4.0,Shootout,21302.0,3:23,Regular Season
2018-10-13,8:00 PM,New York Islanders,2.0,Nashville Predators,5.0,Full Time,17208.0,2:34,Regular Season
2018-10-13,1:00 PM,Edmonton Oilers,2.0,New York Rangers,1.0,Full Time,17085.0,2:24,Regular Season
2018-10-13,2:00 PM,Los Angeles Kings,1.0,Ottawa Senators,5.0,Full Time,15355.0,2:29,Regular Season
2018-10-13,1:00 PM,Vegas Golden Knights,1.0,Philadelphia Flyers,0.0,Full Time,19067.0,2:19,Regular Season
2018-10-13,7:00 PM,Columbus Blue Jackets,2.0,Tampa Bay Lightning,8.0,Full Time,19092.0,2:36,Regular Season
2018-10-13,7:00 PM,Toronto Maple Leafs,4.0,Washington Capitals,2.0,Full Time,18506.0,2:21,Regular Season
2018-10-14,1:00 PM,San Jose Sharks,2.0,New Jersey Devils,3.0,Full Time,13809.0,2:35,Regular Season
2018-10-14,7:00 PM,Anaheim Ducks,3.0,St. Louis Blues,2.0,Full Time,16562.0,2:36,Regular Season
2018-10-14,7:00 PM,Carolina Hurricanes,1.0,Winnipeg Jets,3.0,Full Time,15321.0,2:33,Regular Season
2018-10-15,7:30 PM,Detroit Red Wings,3.0,Montreal Canadiens,7.0,Full Time,20323.0,2:40,Regular Season
2018-10-15,8:00 PM,Minnesota Wild,2.0,Nashville Predators,4.0,Full Time,17165.0,2:32,Regular Season
2018-10-15,7:30 PM,Dallas Stars,1.0,Ottawa Senators,4.0,Full Time,12358.0,2:30,Regular Season
2018-10-15,7:30 PM,Los Angeles Kings,1.0,Toronto Maple Leafs,4.0,Full Time,19429.0,2:25,Regular Season
2018-10-16,8:00 PM,Arizona Coyotes,1.0,Minnesota Wild,2.0,Full Time,18795.0,2:35,Regular Season
2018-10-16,7:00 PM,Dallas Stars,0.0,New Jersey Devils,3.0,Full Time,12808.0,2:33,Regular Season
2018-10-16,7:00 PM,Colorado Avalanche,2.0,New York Rangers,3.0,Shootout,17251.0,2:43,Regular Season
2018-10-16,7:00 PM,Florida Panthers,5.0,Philadelphia Flyers,6.0,Shootout,19038.0,2:48,Regular Season
2018-10-16,7:00 PM,Vancouver Canucks,3.0,Pittsburgh Penguins,2.0,Overtime,18492.0,2:24,Regular Season
